Sqft_Living,Bedrooms,Bathrooms,Floors,Pincode,Sale_Price (₹),Year_Sold,Month_Sold,Quarter_Sold,Age_of_Property,YoY_Price_Change (%),Demand_Index,Event_Occurred,Inflation_Rate (%),GDP_Growth (%),Season,Years_Since_Event,Development_Project_Proximity
2310,2,1,1,625001,7911672,2010,7,3,23,4.52,84,No,4.81,6.57,Monsoon,5,2.9
2992,3,1,1,600001,11215984,2021,7,3,39,5.7,88,Yes,5.54,6.27,Monsoon,7,2.0
1705,3,3,1,636001,11131631,2020,12,4,39,3.95,71,Yes,5.37,7.52,Winter,4,1.6
2714,5,2,2,620001,12694535,2021,9,3,23,3.93,79,Yes,4.5,7.86,Festival,1,3.3
590,3,3,1,627001,5621872,2018,3,1,11,5.88,88,Yes,3.71,7.2,Summer,8,2.5
1213,3,2,2,600001,3593975,2012,10,4,10,6.43,86,Yes,5.42,7.27,Festival,3,4.6
2381,4,1,1,625001,14254336,2012,4,2,25,3.6,89,Yes,3.92,7.53,Summer,3,2.7
538,2,2,2,620001,8052683,2011,10,4,15,3.61,93,Yes,3.54,6.31,Festival,6,2.8
672,4,3,1,627001,6983063,2013,4,2,21,5.83,90,Yes,5.61,7.95,Summer,9,2.4
1152,4,3,2,641001,5282373,2021,10,4,35,4.35,71,Yes,4.95,6.73,Festival,9,4.1
1253,1,1,1,620001,5840152,2011,5,2,23,4.96,88,No,5.73,7.26,Summer,5,2.4
1743,4,2,2,627001,10527872,2022,6,2,31,5.0,86,Yes,4.71,6.94,Monsoon,3,1.7
1581,5,2,2,600001,5550552,2018,3,1,10,3.89,87,Yes,5.82,6.94,Summer,5,4.4
2183,5,2,1,641001,12240832,2021,4,2,28,3.01,86,No,4.38,7.41,Summer,2,3.2
955,1,1,2,627001,5392735,2019,3,1,26,7.27,71,No,5.31,7.99,Summer,6,3.2
1328,2,2,1,627001,10504361,2016,2,1,22,6.58,88,Yes,4.25,7.32,Winter,5,3.2
1394,2,3,1,625001,10314153,2017,10,4,35,6.45,70,Yes,3.5,7.59,Festival,2,3.7
1884,4,2,1,636001,8418626,2012,12,4,18,5.73,80,Yes,4.45,6.06,Winter,0,1.9
2458,4,1,1,620001,12750576,2015,9,3,17,6.5,94,No,5.34,7.62,Festival,9,0.7
2934,4,2,1,625001,6622546,2019,1,1,16,7.68,79,Yes,3.88,6.6,Winter,4,4.1
2496,2,2,2,641001,8996522,2015,2,1,16,6.33,74,No,4.76,6.25,Winter,9,1.1
2895,3,3,1,636001,6606940,2022,8,3,29,4.33,85,No,4.03,6.23,Monsoon,1,3.7
689,5,2,1,627001,8935537,2010,7,3,23,5.85,93,No,3.69,7.36,Monsoon,6,0.9
1004,3,3,1,625001,14457537,2015,12,4,31,5.21,74,No,5.04,8.0,Winter,6,2.2
1714,3,3,1,636001,6600200,2022,1,1,13,5.78,93,No,5.88,7.33,Winter,3,0.8
2031,2,1,1,620001,3559031,2023,5,2,25,5.59,92,Yes,4.28,6.52,Summer,5,2.8
1323,3,3,1,641001,9491280,2012,10,4,29,7.29,81,Yes,4.95,6.41,Festival,0,3.4
1428,1,3,2,600001,5701243,2020,6,2,27,6.26,73,No,5.88,7.05,Monsoon,1,1.3
1433,4,1,2,625001,8444003,2012,5,2,17,3.94,92,No,5.13,6.13,Summer,5,2.2
1640,1,3,1,641001,13507836,2012,4,2,13,3.32,75,No,5.18,6.8,Summer,1,4.7
633,5,1,2,600001,7435728,2019,1,1,16,5.12,88,No,3.95,7.33,Winter,3,2.5
2605,4,2,1,625001,11594992,2020,7,3,35,3.08,78,Yes,4.73,7.94,Monsoon,3,4.1
1184,3,1,1,641001,9542155,2020,9,3,18,4.59,81,No,4.42,6.85,Festival,9,4.7
2720,5,3,1,641001,10165371,2019,6,2,15,4.84,95,No,4.68,6.4,Monsoon,8,4.9
2352,4,1,1,636001,14915697,2020,3,1,35,4.88,84,Yes,5.5,7.63,Summer,9,4.5
1314,3,3,1,625001,7135554,2017,10,4,35,7.9,85,Yes,4.65,7.49,Festival,6,1.9
1672,1,2,2,641001,5988088,2022,4,2,28,4.52,82,Yes,3.66,7.72,Summer,6,4.8
579,4,1,2,627001,3979907,2014,10,4,6,4.33,94,Yes,5.76,6.43,Festival,0,4.2
702,3,2,2,625001,3213968,2013,5,2,31,3.65,99,No,4.86,6.81,Summer,4,4.3
1752,1,3,2,641001,11683565,2022,12,4,32,5.56,90,No,5.81,7.96,Winter,2,0.6
2199,5,3,1,636001,4901737,2018,12,4,36,3.77,93,No,4.93,6.32,Winter,2,4.8
1750,5,2,2,600001,7985248,2018,1,1,11,6.08,76,No,3.67,7.34,Winter,5,4.0
2182,5,1,1,600001,13736463,2010,5,2,21,3.78,94,No,4.88,6.47,Summer,3,4.0
2055,5,1,2,627001,12853066,2011,1,1,14,5.88,92,No,4.94,7.0,Winter,7,0.9
2594,2,3,2,625001,9409363,2017,9,3,37,7.13,89,No,4.04,7.6,Festival,3,1.5
1756,4,2,2,636001,5302743,2014,7,3,19,3.21,73,No,4.68,6.98,Monsoon,7,4.8
2049,4,2,2,641001,7588156,2016,3,1,21,5.1,80,No,4.65,7.61,Summer,3,2.8
1666,2,1,1,641001,3985461,2010,9,3,4,5.31,77,Yes,5.06,6.85,Festival,2,2.3
1896,3,1,2,600001,8831759,2021,2,1,32,6.96,75,No,4.15,8.0,Winter,4,4.3
970,3,1,2,636001,14009629,2019,12,4,39,5.34,94,Yes,4.95,6.87,Winter,4,0.9
1535,5,2,1,627001,14743969,2021,7,3,38,5.84,99,Yes,4.1,6.3,Monsoon,9,2.4
1853,1,1,1,600001,8710912,2014,9,3,32,6.96,79,Yes,4.62,6.8,Festival,9,2.2
1467,3,1,2,600001,4806423,2020,6,2,36,5.8,99,Yes,3.81,7.49,Monsoon,0,2.1
857,1,3,1,627001,4950408,2021,10,4,30,4.79,76,No,3.59,7.7,Festival,7,1.9
1167,4,1,1,625001,12016523,2012,5,2,8,3.43,76,Yes,4.3,6.92,Summer,7,1.4
872,1,1,1,641001,6594128,2019,12,4,28,6.65,73,Yes,4.19,7.19,Winter,7,1.3
1531,4,2,2,625001,12565565,2021,7,3,29,7.36,72,No,4.52,7.69,Monsoon,9,3.4
1645,2,2,1,636001,11106584,2021,6,2,18,7.85,93,Yes,5.9,7.63,Monsoon,3,4.6
1871,2,3,2,620001,4406427,2023,5,2,32,7.63,76,No,4.81,7.32,Summer,8,2.8
589,5,1,2,620001,6489550,2011,2,1,7,6.99,73,No,4.88,7.63,Winter,9,1.8
1039,3,3,2,620001,9889053,2011,8,3,16,6.22,82,No,5.85,7.15,Monsoon,2,1.2
1368,5,2,2,627001,6895090,2018,7,3,26,6.91,89,No,5.8,6.01,Monsoon,6,4.2
540,4,3,1,600001,13234394,2022,6,2,38,5.16,86,Yes,5.71,6.08,Monsoon,5,4.9
1239,5,2,2,625001,5765013,2013,5,2,10,5.97,96,No,3.74,7.96,Summer,8,2.1
2446,1,3,1,641001,9162492,2013,5,2,30,4.74,76,Yes,5.09,6.29,Summer,3,1.8
1724,4,3,2,620001,11424990,2016,9,3,16,4.63,86,Yes,5.52,6.81,Festival,3,3.2
1428,2,1,1,625001,10038170,2019,1,1,25,6.78,95,No,5.59,7.87,Winter,5,4.0
2536,3,3,2,620001,3862219,2019,9,3,28,5.27,95,Yes,4.94,6.39,Festival,7,2.5
1424,4,1,1,620001,11334750,2022,6,2,24,4.06,73,No,3.54,7.69,Monsoon,2,3.3
2081,4,1,2,641001,4718303,2011,4,2,11,4.01,80,Yes,5.93,7.64,Summer,7,3.7
889,1,1,2,636001,12663464,2012,10,4,5,7.3,99,Yes,4.68,7.97,Festival,7,4.8
2117,3,1,1,636001,6801082,2012,7,3,14,6.39,72,Yes,4.48,6.56,Monsoon,6,1.2
755,2,3,2,636001,6346668,2015,9,3,15,5.73,80,Yes,4.49,6.63,Festival,6,5.0
1208,4,2,2,627001,9696674,2012,5,2,22,5.0,72,No,4.56,7.81,Summer,4,2.3
2338,4,2,2,600001,14095868,2020,5,2,11,5.15,81,No,4.11,6.47,Summer,1,3.8
2444,1,2,1,627001,6205677,2014,8,3,14,3.29,70,Yes,4.32,7.1,Monsoon,1,3.1
2997,5,3,2,625001,5506068,2013,7,3,28,5.27,73,Yes,5.96,7.41,Monsoon,9,2.7
509,2,1,2,627001,13024015,2012,8,3,24,6.98,83,Yes,4.42,6.54,Monsoon,7,3.6
1297,3,2,1,625001,3483075,2017,11,4,37,4.94,70,Yes,4.82,7.88,Festival,5,2.3
1376,4,3,1,625001,11126198,2023,12,4,32,4.92,83,No,5.62,7.33,Winter,7,1.1
1528,4,1,1,600001,13165918,2019,10,4,14,3.08,82,Yes,4.82,6.09,Festival,2,2.7
1515,2,2,1,641001,11715978,2012,2,1,19,5.29,82,Yes,4.31,6.27,Winter,0,2.8
2324,5,1,1,600001,14317359,2015,9,3,30,3.13,93,Yes,4.81,6.38,Festival,5,1.4
873,4,2,2,636001,8451731,2022,3,1,42,5.85,84,No,3.79,6.49,Summer,1,4.7
2693,2,2,2,636001,10499043,2016,6,2,15,5.53,86,Yes,3.83,7.46,Monsoon,8,1.5
723,1,2,2,627001,9746037,2016,6,2,35,7.2,81,No,5.24,6.18,Monsoon,4,2.3
1762,5,1,1,625001,13553141,2011,2,1,8,5.91,99,No,5.79,6.7,Winter,4,1.2
2724,3,3,2,620001,12221750,2023,12,4,33,4.62,91,Yes,5.31,7.82,Winter,9,2.9
2302,4,1,1,620001,7473214,2012,7,3,30,5.58,92,Yes,3.69,7.11,Monsoon,7,1.9
1352,2,2,1,625001,6682796,2021,9,3,32,6.5,95,Yes,4.51,6.53,Festival,5,2.7
562,1,1,2,600001,12231261,2019,12,4,10,3.47,83,No,3.51,7.91,Winter,2,1.5
1740,3,3,1,641001,10851746,2019,10,4,34,6.11,81,No,4.78,6.49,Festival,8,0.7
1188,2,1,1,600001,10841640,2013,11,4,28,7.58,87,Yes,3.98,7.81,Festival,9,4.0
1984,2,3,2,625001,13225125,2016,1,1,17,4.5,73,No,5.67,7.45,Winter,3,3.4
2133,3,3,1,625001,11740245,2011,8,3,11,6.13,96,Yes,3.76,7.48,Monsoon,9,2.0
2652,1,1,1,641001,11566554,2012,2,1,31,7.11,83,Yes,3.5,7.53,Winter,3,0.7
1010,1,2,2,627001,8137956,2016,1,1,11,5.56,88,Yes,4.63,7.01,Winter,1,4.4
884,5,3,1,627001,8274413,2016,8,3,11,6.59,98,Yes,3.89,7.63,Monsoon,2,1.3
904,4,1,1,641001,10724578,2019,2,1,16,4.56,82,Yes,5.34,7.67,Winter,3,4.7
1017,3,3,2,627001,3864899,2012,6,2,23,4.53,94,Yes,5.8,6.72,Monsoon,6,2.7
975,3,2,2,620001,11652111,2021,6,2,19,6.34,99,No,3.6,6.8,Monsoon,2,2.0
2500,3,1,2,627001,9410575,2010,5,2,5,6.53,92,No,4.49,7.78,Summer,7,3.8
2168,1,1,2,627001,5318292,2021,8,3,36,7.69,87,No,5.99,7.05,Monsoon,7,4.4
2393,4,1,1,627001,5026393,2012,3,1,10,4.12,80,Yes,5.33,7.73,Summer,9,2.2
1960,5,2,1,620001,10622520,2014,10,4,7,5.34,97,Yes,5.88,7.25,Festival,1,2.3
1213,2,3,2,627001,14390691,2016,4,2,20,4.25,75,Yes,3.91,7.19,Summer,3,2.4
582,2,1,1,636001,5379897,2013,7,3,4,3.4,78,No,4.05,6.06,Monsoon,7,4.7
1668,3,3,1,620001,4294416,2022,7,3,29,5.02,81,Yes,3.89,6.56,Monsoon,0,3.6
2401,4,3,2,641001,4985196,2022,12,4,38,4.87,88,No,4.26,7.0,Winter,0,1.6
2548,1,2,2,600001,11052377,2020,8,3,18,4.35,83,Yes,5.31,7.17,Monsoon,3,1.3
550,4,1,1,641001,10703189,2020,2,1,24,4.48,84,No,3.91,7.26,Winter,1,1.5
1184,4,3,2,600001,4560121,2010,11,4,29,4.8,80,Yes,4.81,7.43,Festival,0,1.7
1216,1,1,2,641001,8878263,2015,12,4,27,7.94,75,Yes,4.17,7.31,Winter,7,1.5
1969,3,1,2,636001,3443035,2011,2,1,20,6.91,83,No,5.57,7.7,Winter,1,3.5
948,4,2,1,600001,6099072,2021,4,2,23,3.36,72,No,3.52,6.59,Summer,3,1.0
1380,2,1,2,600001,13423723,2012,10,4,11,7.36,88,No,4.06,7.28,Festival,2,2.2
987,1,1,1,625001,9650723,2013,9,3,27,6.17,89,Yes,5.01,6.1,Festival,1,3.3
2323,5,3,1,600001,11349092,2015,10,4,27,7.45,94,No,3.74,6.96,Festival,7,1.8
2581,3,2,1,600001,8200551,2015,12,4,15,4.71,80,No,4.67,6.54,Winter,2,0.8
2642,1,1,2,625001,12077925,2016,9,3,21,5.32,98,Yes,4.59,6.76,Festival,8,0.9
2074,5,3,2,627001,10747156,2014,4,2,15,7.48,93,Yes,5.63,6.71,Summer,9,1.1
2701,5,2,2,627001,7552636,2016,9,3,26,4.36,86,No,5.06,6.12,Festival,4,4.3
749,4,2,2,625001,3751240,2011,3,1,20,7.58,98,Yes,5.1,6.93,Summer,8,3.5
1173,4,3,2,620001,7315596,2010,12,4,16,7.14,97,No,5.88,7.99,Winter,2,0.8
937,4,3,1,600001,9775996,2021,5,2,24,7.9,96,No,5.96,6.6,Summer,4,2.3
2665,1,3,1,600001,3995791,2019,10,4,21,4.62,86,No,5.13,7.47,Festival,9,1.8
1270,1,3,1,625001,13609551,2017,9,3,22,4.18,92,Yes,4.81,7.1,Festival,5,3.1
767,3,3,2,625001,14450746,2010,6,2,16,4.65,72,No,5.02,6.65,Monsoon,8,2.9
2484,4,1,1,620001,12929729,2021,3,1,37,7.77,83,No,4.46,6.18,Summer,7,2.7
1577,5,1,1,636001,4960299,2011,10,4,21,4.67,96,Yes,5.97,6.43,Festival,1,1.9
735,2,2,2,627001,8079111,2020,9,3,26,5.83,76,No,5.26,7.56,Festival,1,1.1
888,3,1,2,641001,10902634,2021,6,2,13,5.02,94,No,4.23,6.56,Monsoon,4,3.8
1262,1,1,1,636001,5853501,2019,4,2,22,4.98,88,No,3.64,6.29,Summer,4,4.5
2348,3,1,1,627001,14216041,2015,4,2,23,3.97,72,Yes,3.61,6.66,Summer,4,4.7
2948,3,3,2,600001,9282444,2010,8,3,27,5.69,71,No,4.01,7.17,Monsoon,3,0.8
1123,3,2,2,636001,8613904,2019,7,3,23,7.25,95,Yes,4.08,7.41,Monsoon,7,3.8
1752,3,2,2,625001,5459622,2012,1,1,29,3.25,86,Yes,4.54,6.77,Winter,4,3.8
1077,2,2,2,620001,4897459,2016,6,2,21,7.45,78,No,4.04,7.0,Monsoon,0,4.8
2622,4,2,1,627001,7240012,2021,8,3,19,6.33,91,No,5.08,6.91,Monsoon,9,1.6
934,5,1,1,620001,4215442,2017,3,1,23,6.08,75,Yes,4.03,6.02,Summer,4,3.8
2650,3,1,2,627001,8564396,2013,9,3,20,6.13,93,No,3.97,6.79,Festival,0,0.7
1263,3,3,1,636001,10903797,2021,10,4,30,4.48,96,No,4.68,7.17,Festival,3,3.3
1829,3,2,1,600001,5580309,2012,2,1,30,5.08,90,Yes,5.72,7.14,Winter,0,2.1
2645,4,1,2,641001,14704145,2010,6,2,21,7.0,78,No,4.67,7.5,Monsoon,5,4.0
1858,1,1,1,620001,9425148,2021,12,4,34,4.53,96,No,4.53,7.34,Winter,5,4.4
2982,1,3,1,620001,13979926,2018,1,1,33,5.35,74,Yes,4.95,6.55,Winter,0,2.1
946,2,3,1,641001,10049985,2019,12,4,18,3.1,71,No,4.14,6.51,Winter,7,2.9
2517,1,3,2,620001,10506161,2015,11,4,22,6.67,91,Yes,4.38,6.93,Festival,3,1.0
1831,3,1,2,620001,8151946,2015,2,1,19,5.09,84,Yes,4.03,7.47,Winter,1,2.4
748,3,1,1,627001,10026206,2018,5,2,18,5.63,78,No,4.93,6.19,Summer,0,2.1
665,3,3,2,627001,7247328,2010,1,1,12,3.57,88,Yes,5.24,7.9,Winter,2,1.3
1858,2,2,2,641001,4451469,2015,8,3,20,7.96,79,No,5.18,7.09,Monsoon,6,4.5
1519,3,3,2,600001,6300874,2021,1,1,27,4.51,73,No,4.14,6.61,Winter,9,1.2
1041,1,3,1,636001,7736416,2014,9,3,9,6.17,79,Yes,5.45,7.39,Festival,9,3.4
1258,4,3,1,636001,7063997,2022,10,4,28,5.91,96,Yes,4.14,6.09,Festival,7,4.5
2628,4,3,2,620001,11302975,2020,11,4,40,6.93,77,Yes,3.88,6.97,Festival,4,4.6
2680,5,1,1,600001,9126463,2015,3,1,12,4.47,91,Yes,4.37,6.97,Summer,6,4.1
1296,1,2,1,641001,11437534,2023,12,4,21,6.78,82,Yes,4.99,6.32,Winter,1,1.3
637,3,3,1,641001,8410812,2020,2,1,18,4.91,76,Yes,3.86,7.67,Winter,3,4.2
2731,4,2,1,627001,10152765,2017,1,1,26,5.06,76,No,5.12,7.59,Winter,5,1.7
1853,1,2,1,620001,9107182,2014,9,3,25,6.36,73,No,5.66,6.31,Festival,4,4.7
2375,4,2,2,625001,9012621,2011,4,2,18,6.92,84,Yes,4.23,6.73,Summer,5,3.7
568,3,3,1,641001,6751387,2021,12,4,32,6.33,81,No,4.63,6.2,Winter,1,4.0
2600,4,1,1,620001,5779060,2021,1,1,32,7.5,85,Yes,4.07,7.7,Winter,6,0.9
1973,5,3,1,600001,3483791,2011,1,1,12,4.43,75,Yes,4.4,6.65,Winter,7,3.1
704,5,2,2,627001,13059538,2019,7,3,11,7.5,97,No,3.55,6.88,Monsoon,8,4.2
2673,4,2,2,636001,5158714,2014,2,1,24,3.65,78,No,5.88,6.65,Winter,5,4.4
542,1,1,2,600001,14836889,2012,7,3,11,6.3,72,Yes,4.54,6.62,Monsoon,6,0.6
2406,1,3,1,641001,13438789,2019,12,4,24,5.74,77,Yes,5.47,7.49,Winter,0,4.7
2658,1,2,2,641001,12184874,2012,7,3,4,5.47,76,Yes,3.86,7.5,Monsoon,8,0.7
1260,4,1,2,600001,5622280,2017,10,4,29,4.55,73,No,5.53,7.04,Festival,5,3.3
2642,1,2,2,641001,7225872,2016,9,3,22,5.52,95,Yes,5.65,7.32,Festival,3,3.6
2494,3,1,2,620001,12049867,2010,7,3,17,3.81,82,Yes,5.29,7.02,Monsoon,9,1.0
2435,5,1,1,641001,11998934,2021,1,1,23,4.85,88,No,5.76,6.06,Winter,8,0.7
1399,3,3,2,627001,4245749,2022,12,4,34,3.49,99,No,3.92,6.13,Winter,0,4.0
859,1,2,2,620001,12344885,2021,8,3,38,5.86,76,No,4.69,6.77,Monsoon,1,2.2
2219,3,3,1,625001,5226941,2014,8,3,14,3.48,79,Yes,5.05,7.5,Monsoon,2,1.0
780,1,2,1,641001,4418180,2018,4,2,32,3.8,94,Yes,4.99,7.83,Summer,0,3.9
2387,4,3,2,641001,11463331,2013,8,3,12,3.43,81,No,5.65,6.06,Monsoon,1,4.3
1166,3,2,1,627001,9233146,2010,4,2,5,4.91,95,Yes,4.04,6.74,Summer,1,3.1
592,4,3,2,627001,10054499,2017,8,3,30,7.21,72,Yes,3.94,6.45,Monsoon,6,1.2
1171,4,1,1,636001,11237881,2014,5,2,11,7.53,95,No,4.13,7.63,Summer,9,0.6
2469,2,2,1,600001,6018967,2011,4,2,24,3.36,94,No,5.73,7.69,Summer,5,3.7
560,1,2,2,600001,6726904,2021,6,2,23,6.17,98,Yes,5.85,6.41,Monsoon,8,3.0
1528,5,1,1,600001,12921625,2010,2,1,16,6.42,93,No,4.92,7.42,Winter,4,3.4
1989,1,3,2,627001,3792515,2023,12,4,28,5.67,81,No,4.75,7.46,Winter,8,4.2
1103,5,2,1,600001,8910838,2021,2,1,12,6.33,88,Yes,5.01,6.35,Winter,9,2.5
1181,1,2,2,600001,4393196,2021,2,1,16,4.17,84,Yes,5.04,6.87,Winter,8,1.1
1928,4,3,1,625001,4035211,2021,9,3,20,5.45,77,Yes,3.93,7.24,Festival,1,4.7
2780,3,1,1,600001,5189568,2012,10,4,10,4.95,81,Yes,5.22,6.05,Festival,8,3.0
1023,3,3,1,641001,6934740,2018,3,1,30,3.45,89,Yes,4.63,6.81,Summer,2,3.3
2893,2,3,1,636001,3647122,2010,10,4,5,6.13,75,Yes,4.79,6.31,Festival,2,4.7
2468,5,3,1,627001,6782164,2013,4,2,8,5.48,97,No,3.58,7.08,Summer,8,4.7
1601,5,2,2,620001,4761331,2017,10,4,8,4.38,79,No,5.41,7.69,Festival,6,3.1
2253,5,1,1,636001,4877329,2017,12,4,26,5.37,71,No,5.59,7.05,Winter,7,1.8
2336,4,1,2,625001,5892970,2019,8,3,24,6.88,93,Yes,5.05,6.07,Monsoon,6,5.0
2796,5,3,2,627001,3315315,2021,4,2,38,7.01,82,Yes,5.37,6.06,Summer,8,3.6
2594,3,2,2,627001,11539202,2020,11,4,36,6.25,94,Yes,4.81,7.21,Festival,7,2.3
1644,4,3,1,641001,12109500,2022,10,4,35,5.34,76,Yes,5.05,6.66,Festival,3,3.0
2761,1,2,2,636001,9776432,2020,10,4,40,5.88,77,Yes,4.49,7.15,Festival,1,2.4
2786,5,2,1,636001,6959015,2017,7,3,10,4.93,92,No,5.48,6.33,Monsoon,4,4.5
1579,5,2,2,600001,13521550,2019,5,2,34,3.63,85,Yes,4.67,7.55,Summer,1,2.7
2897,1,2,2,641001,14061060,2017,9,3,23,4.93,80,No,5.2,7.72,Festival,3,4.2
606,5,1,2,600001,5214979,2013,4,2,30,5.65,95,Yes,5.05,7.78,Summer,1,4.3
547,1,2,2,600001,6405851,2017,3,1,17,5.99,73,No,5.26,6.61,Summer,4,4.2
836,4,2,2,627001,10354292,2018,2,1,28,7.68,86,No,5.46,7.32,Winter,5,3.7
1549,3,3,1,636001,3196211,2016,1,1,32,6.89,85,No,4.78,6.56,Winter,0,4.3
1780,1,3,2,600001,4836082,2023,11,4,26,3.76,88,No,5.53,7.53,Festival,7,2.2
2555,2,1,2,625001,5237699,2021,6,2,18,3.87,92,No,4.74,6.24,Monsoon,1,1.0
1124,1,3,1,625001,7458434,2011,10,4,17,3.5,96,No,5.89,7.53,Festival,4,4.3
2390,5,2,1,636001,4813065,2018,2,1,21,6.69,80,No,5.38,6.88,Winter,7,2.7
1776,4,3,1,625001,7957161,2020,8,3,21,6.53,76,Yes,3.93,7.71,Monsoon,4,1.1
2215,4,1,2,627001,10395511,2017,6,2,10,7.93,96,Yes,5.57,7.48,Monsoon,2,1.0
802,1,3,2,641001,7587281,2022,12,4,30,5.61,82,No,4.88,6.75,Winter,5,1.2
1138,3,3,2,620001,8507200,2014,12,4,30,7.13,88,Yes,5.96,7.81,Winter,0,3.9
555,2,1,2,600001,11765940,2021,5,2,12,5.88,86,Yes,5.3,6.57,Summer,0,3.7
1225,4,1,2,620001,11472761,2012,2,1,32,7.37,95,No,3.71,7.93,Winter,7,1.4
1025,5,2,2,641001,7978234,2016,7,3,15,6.61,94,Yes,4.49,7.53,Monsoon,6,4.3
973,5,3,1,641001,12514626,2023,2,1,26,6.21,97,No,4.79,7.98,Winter,9,1.8
527,3,2,1,627001,6972162,2023,5,2,30,5.83,91,Yes,5.6,6.11,Summer,9,4.1
2625,4,3,2,625001,9166994,2011,2,1,27,6.61,82,No,5.32,6.55,Winter,2,2.7
864,1,3,2,625001,7172060,2022,11,4,37,5.1,98,Yes,4.42,7.48,Festival,7,3.8
1025,5,2,2,641001,9603352,2012,10,4,6,3.48,81,No,5.13,7.84,Festival,7,2.2
1835,3,3,2,627001,12696672,2021,11,4,18,3.2,76,Yes,4.94,6.06,Festival,0,2.1
1382,4,3,2,627001,3078947,2018,11,4,14,5.4,70,Yes,3.82,6.0,Festival,9,4.3
1530,4,3,1,636001,13342588,2013,2,1,5,6.0,70,Yes,4.09,6.51,Winter,6,0.7
1526,4,1,1,600001,10152604,2013,7,3,6,3.39,89,No,4.35,7.71,Monsoon,1,4.9
2146,4,2,2,625001,13926969,2012,9,3,17,4.43,92,No,3.99,7.53,Festival,1,3.4
1418,4,1,1,641001,11136537,2014,5,2,13,4.61,83,Yes,3.88,6.68,Summer,1,2.4
2910,5,2,2,636001,6969411,2012,7,3,12,5.81,96,Yes,3.65,6.0,Monsoon,4,3.3
2274,3,2,2,620001,9387952,2018,4,2,27,4.39,84,No,5.68,7.11,Summer,6,1.1
2031,4,3,2,625001,8969677,2012,2,1,13,3.48,80,Yes,4.22,6.48,Winter,3,2.8
2406,2,2,1,600001,3968410,2011,3,1,14,3.82,93,Yes,4.23,7.49,Summer,3,4.9
1715,2,1,1,627001,13799520,2021,2,1,40,3.87,95,No,4.02,6.89,Winter,8,1.6
2154,3,1,2,641001,13987695,2014,5,2,12,7.21,78,No,4.69,7.36,Summer,9,3.8
984,1,1,1,625001,6936642,2015,6,2,15,4.42,86,Yes,4.79,7.7,Monsoon,8,2.5
2575,1,2,1,620001,13855894,2010,7,3,8,6.57,73,No,4.02,7.07,Monsoon,6,3.4
1213,1,1,2,600001,14756372,2023,3,1,31,5.84,89,Yes,5.02,6.67,Summer,9,1.4
1562,2,2,1,600001,12083542,2021,4,2,15,7.89,88,Yes,5.31,7.54,Summer,3,2.6
2476,1,1,1,636001,4040835,2020,8,3,24,4.36,76,No,4.43,6.53,Monsoon,7,4.9
1796,5,1,2,625001,13266900,2015,4,2,19,3.79,70,Yes,4.96,7.78,Summer,9,1.4
1754,4,2,2,620001,9626532,2019,7,3,24,3.26,78,No,4.76,6.14,Monsoon,2,3.4
2633,2,1,1,600001,8386452,2012,12,4,12,4.2,82,No,3.99,7.67,Winter,2,3.1
625,3,3,2,641001,11531225,2013,6,2,16,6.42,93,Yes,5.33,6.18,Monsoon,6,3.0
1036,3,2,1,600001,9952057,2015,7,3,28,3.43,71,No,5.5,6.11,Monsoon,8,3.3
2692,4,2,2,620001,12657570,2017,1,1,8,4.22,71,Yes,5.12,6.73,Winter,3,2.8
2572,2,2,2,627001,8134629,2018,3,1,36,7.28,93,No,4.31,7.91,Summer,3,0.6
2103,1,3,2,627001,13490455,2015,6,2,19,5.91,96,Yes,5.82,7.97,Monsoon,0,4.6
566,1,2,2,636001,7926730,2016,3,1,8,3.35,99,No,4.64,6.4,Summer,0,4.2
732,5,1,1,625001,4030120,2023,7,3,26,3.24,84,Yes,4.16,6.3,Monsoon,2,1.3
2656,5,1,2,620001,4034780,2014,9,3,9,3.31,86,Yes,4.52,6.71,Festival,6,2.4
1669,1,1,2,636001,10128822,2023,3,1,18,7.71,82,No,5.23,6.67,Summer,8,4.0
2658,3,2,2,600001,12852731,2021,1,1,19,7.25,76,Yes,5.61,7.52,Winter,3,4.9
2775,3,1,1,600001,13145216,2018,10,4,33,7.22,78,Yes,4.39,6.89,Festival,1,4.8
610,5,2,1,627001,13955836,2013,6,2,6,7.62,81,Yes,4.08,7.56,Monsoon,5,4.5
1993,4,1,2,636001,3749045,2019,12,4,32,5.53,72,Yes,5.07,7.5,Winter,5,1.2
2581,1,3,2,627001,3872109,2020,1,1,18,4.24,92,Yes,5.8,7.16,Winter,8,4.6
1122,5,3,2,641001,10736085,2015,1,1,6,5.01,91,Yes,3.96,7.67,Winter,3,4.5
2972,5,3,2,627001,3387405,2014,8,3,9,6.59,84,No,5.51,6.39,Monsoon,7,2.2
2041,1,3,2,641001,9805360,2010,9,3,18,7.38,76,No,4.69,6.32,Festival,2,2.3
1805,1,2,2,600001,7561786,2014,2,1,27,5.18,92,No,5.5,7.5,Winter,1,2.6
2261,3,1,1,636001,7758669,2022,9,3,24,5.68,95,No,4.76,6.49,Festival,8,3.5
2475,4,3,2,641001,13096783,2014,5,2,29,7.66,70,Yes,4.44,6.01,Summer,5,1.7
2862,4,2,2,636001,14775840,2023,8,3,15,3.54,83,Yes,5.24,7.82,Monsoon,7,0.6
